tweet,label
yg heboh gmana gaberner n wklnyagmana tuh nggak dibenerin emang zaman kolonialrusaklah negara eson,anger
so yeah bareng terbit buku kumpul cerpen judul tsygmc buku terbit  format fisik e-book workshopcerpenkompas2014,happy
hari surabaya macet  lampu merah bikin yg  samping bank mega darmo kfc darmo  macet buka lancar curcol surabaya surabayamacet,anger
ah mudik larang toll dasar tolloll ngutang wajarkita bayar bong kaga lewattiap pintu toll kasih dah tulis toll khusus cebong kacung sadar,anger
bilang selo suruh kerja ogah2han capek dll kerja lil sm ikhlas capek engga pikir ga pikir yg untung dpt alam ajar,anger
duh sumpe ngakak hahaha jaman kalo ngetweet liat via blekberi lo udah masuk kategori anak gaul tingkat international ya duh susah sih kalo knalpot kasi nyawa mah,happy
terima kasih banget presiden n kabinet dgn hsl kerja yg mulia nkri tdk pandang entengsemoga ttp jaga n jaga warsan tsb,happy
kemarin buku tsygmc di-twit mas agus noor tagar bacabuku-nya neng gitu liat biarpun gue anak murtad dah juta ga nulis fiksi  workshopcerpenkompas2014,happy
kasihan sm mama hulk ijo bah besar anak yg ngga nyali shg pake akun anonim badan otak kosong,sadness
bgsd gue ngakak malem2 nonton anjir serius qalqalahnya mantep banget astagaaaaaa receh banget guaaaa  via,happy
jasa kirim profesional sampe gak pake jasa kirim tanggap adu awas aja paket sy yg nyasar krn tugas salah input sampe ilang su viralkan,anger
ingin utk beli henti krn 1 kalimat emang duit nyokap doang yg ngomong gitu krn gmn ea beli pake uang jajan,sadness
iya lelah tunggu anggap teman lelah tunggu peluk,sadness
bun bantuin nempatin es buah ya tumben banget ah mo ngisi gelas ehee bunda tau aja,happy
tipikal orang mesti dimaintain chatting terus sih tuh males ya when you got time please reply mine,anger
lebay bgt sih kygt doang sholat lo cerita buka ama orang y njing kl solusi kekgitu doang mah gaperlu dikasitau,anger
apa yg tdk yg sedih kalo yg mu sna yg msih mu,sadness
terima kasih yah happy banget muntah sedak happy banget sedooooottt,happy
minggu nyari jam tanggan cocok gue cocok gue gamau gue gamau trus serah pilih gue huhu macii trs pilih abu2 gue pilih hitam warna gak couple gapapa trus bilang yaudah hitam,happy
indonesia brisik ya kampung2 orang2 jual susah miskin jenis rokok ubah tagar makan ya hahahaaha,anger
supir bak hilux tolol jalan lebar bisabisanya ngelindes kaki w udah gt pas kaki gua kelindes mundur maju cepet cepet hah hoh hah hoh sakit tot bodoh pelihara kucing tuh pelihara,anger
my favorite song in albums terimakasih nambawan terimakasih dynamic duo terimakasih gray oppa terimakasih lagu buat mood booster kerjain skripsishit wannaone nowplaying,happy
kalo gak sanggup lambai tangan camera aja bro jemput pleaselah stop komen aneh2 negara khan salah tugas perintah tho,anger
temen  kuliah mana cik me  bus temen  jurus me  psychology temen  baca sifat gue coba baca gue orgnya gmn eh nyet nih ya kl gue baca sifat orang mah gabakalan gue gagal cinta mulus hidup gue fakefrendzz,anger
sich yg percaya fz polisi yg sdh dg wkt cekat ga percaya lari arab aja yg percaya bgmn rakyat percaya fz fh yg nyinyir bukti,anger
wktu jaman sekolah laki2 yg suka boro2 nanggepin yg malu nya ampun smpe tuh laki d musuhin tp bocah jman skrng jomblo bentar galau nya ampun  gmn klau kaya gua yg jomblo 7  oldmoneygakngerasain,sadness
model halal aja beli aja order pas keliru aja jujur lu ndri sotoy banget gue udah ngalamin jual pulsa kuoat internet 100 ribu doang tutup ongkos gue pp kerja,happy
nama lupa makna menang enggan tenang dewa dewasa cinta gemar intai putus putus,sadness
anggap invisible rasa intangible enggak harga wujud skripsibaper kapanmarineeeeeeeeyaallah,sadness
jodoh ya ketemu minggu bli bawain kain emak pulang bawa kebaya bordir kasih girang krn pasang baju cantik,happy
tanggap akun kait putus report feed instagram well feed report hapus ig im happy because instagram concern about copyright issue,happy
aji yg ustadznya provokator mulut jamban wajib bubar,anger
ketemu orang orang umur muda masyaallah ibadah ukur segitu ngapain aja sibuk oppa korea,happy
berita pendeta yg ngebunuh anak angkat kalo ga salah korban kondisi hamil bunuh perkosa miris kali,sadness
pulau buat mumpung pulau bom apartemen ya cancel penting rakyat dki sampah cancel enak melihara kecebong,anger
adaa mana emang lelah juang tuju buka pilih mundur gapai tuju yg,sadness
sakit andal dr jaman sma ampe skrg pinggang encok salah tidur minum air putih tnggl hitung kalender,sadness
ustad radikal ya radikal suap mau bukti 1t rizik cabul kerah 212 yg tolol dukung cm gigit jari bodoh imam cabul kabur arab makan tuh janji sorga,anger
e btw ya tumblr bener2 blokir bwt indo yak  bulan nya app nya beneran kaga buka ngiteeeerr mulu,sadness
warga dki dimintain thr gak ngedumel ngapahtimbang setaon aja dimintainnyalgian kayak suka rela dehgak patok sekian parcaya deh rezeki mambah,anger
ku hapus sakit ku juang cinta  salah ku layak dapat sungguh ,sadness
kadang suka bingung orang hidup habis debat debat hal sebenernya sepele debat serahlau gw cuman terngowoh,sadness
makasih  kerja keras nggak papa exo nggak kesini moga exo planet 5 exo kesini amin  terimakasih  ,happy
gak habis pikir orang yg bener2 udah nikah hitung tinggal bbrp tp tetep main otak mati kali ya jauh laki kyk gitu ya allah,anger
bilang milih sopir mobil bener bawa masuk jurang disopirin orang hafal 30 jus orang sim a jam terbang,anger
udah buru2 pulang biar nonton the clash of titan eehh rena putus retired cedera otot lengan ya gimana lagikesehatan adlh yg utama udah i m rooting for maria sharapova rolandgarros18,sadness
kaum kampret tetep mikirnya balik kampret pohon wtp 2018 yg wtp 2017 goblog ditunjukin,anger
precious feeling gue bener dapet rappline pas buka ehh beneran dapet mas namjoon koh yoong neng banget tuh,happy
100 purnama tunggu kerja keras insan tvri lepas opini disclaimer jawab semangat wtp insya allah,happy
mission accomplished udh ngenalin  mama papa tinggal tanggal main kaaan yg syahadat yg baptis wagelaseh gimana edak,happy
terima kasih moga berkah,happy
alhamdulillah panglima n kapolri dgn selamat tuju kian sinergi tni n polri utk antero nkri met tugas n sukses,happy
lihat belakang 4 terkhir kali benar juang titik kyknya malas emang blm buka pintu yg kunci takut yaasudahlah jalan hidup,fear
pecat aja ngga emis perintah henti jd munafik,anger
subhanalloh ngetes anak mi yg sdh khatam al quran baca surat pendek lancar bupati  hebatt  ngomong bupati hadiah tinggal ngomong bupati kasih siswa  mnta hadiah doa bupati,happy
mudah cinta mudah aku ku cinta mudah jatuh cintaaaaa senandung cinta tirakat engkau tiada dusta sumpah ku cinta ku tutup mataa biar langit kau pandang harisesak milik biar langit suka beri senja duka beri nestapa,love
sabar mu hadap ku yg ku tahan perhati mu yg ku tahan sayang mu ku pulang yg mu bertahankeyakinan mu jaga ku yg ku tahan trimakasih sayang smoga bs lewat ldrkronis,love
anak tsb doa kelak dokter pa bupati cium tangan anak tsb doa,happy
balas wa status ku bang klaim sampe kekgitu foto foto dek balas  foto hakcipta anda karya orang izin asa,anger
dokter knp tega gak ksh salep bwt lebam memar2 akutp cm dksh vitaminobat nyeri ajapdhl tensi normal 110 70 tp dksh vitamin salep yg butuh bgt tp gak dksh,sadness
wozniacki out daria kasatkina lhoomainnya gendeng super kencang  nampar2 hebattt goodluck  rolandgarros18,happy
jijik cowok joged2 kamera lepas baju pake boxer coba bikin martabat cowok turu drastis,sadness
biji lu nolak imam mata duit lu percaya nolak sdh mata duit mesum yg gigit jari dukung yg tolol,anger
ngasih tehaer keponakan baju biji celana biji koko sestel jaket biji udah juta pesan kalo lo sanggup finansial pikirin anak,fear
admin twitter  brp ribu orang si no resi ditny berulangkali tu alamat paket struk beda ama yg input pas tracking alias paket nyasar,anger
kenang sma pulang sekolah pulang uang temen2 cewek masing2 ribu bilang bensin nyasar warung nongki beli udud hahahahah,sadness
mah kalo sms dosen kudu banget mikirin kata biar sopan takut salah ngomong pas udah lulus mah udah kaya temen aja sih wkwkw gimana ketua kelas,happy
aq yaqin pentagon - shine lagu ribu umat wkwkwk ikon - love scenario debessss sih hhhh dimana2 lagu anjerrr,happy
jaman fotografer jarang maen photoshop foto yg micin nya yg suka aplikasi photoshop yg orang download free hp orang udah mual lihat foto yg banyak micin,sadness
neng banget ya refreshing neng banget gitu cari udara segar kalo udah laku sumpek ya mending gausah lebay2 pulang kesini udah ga minta2 kaya loh,anger
i feel you  si krn ga kepake krn ga sesuai gitu mencak2 hari menyingkirkannyasoalnya kalo liat ky yg pgn marah sakit,anger
selamat  resmi dar saran si jago kasih dengar lagu ynwa tonton tanding liverpool biar ngerti sejarah setia haha,happy
heran rkhup ngawur kek yg rancang ngawur deh sampe-sampe tdk timbang libat elo anggota ancang jgn suka hati rkuhp utk mnguntungkan drimu heran betah aja makan gaji haram gitu,anger
iya wangsit sih undur pesimis deh negara aja php tuh,sadness
lu bumi pancasila ustadz lu pantatcina demokrasi  thoghut otak,anger
um thanks for  nayangin teleseries  jejak suara adzan  jatuh cinta trailer eps tambah per mas my favorite actor,love
yg tnya nawarin knpa sih gak kerja bank sih gak daftar jdi pns blablablaaahhhjawabannya sederhana gak tarik jgn paksa makasih,anger
nkri gundul diri bangsa jelas2 tentang israel lu mmbela israeldsar kaum2 munafik mending baca ni biar gk dungu,anger
miris org yg kedok laginseorg oendidik agama bijak tata bahasa singgung org media sosial,sadness
bukber dgn org sayang      syngx ,happy
gak tarik pdhal enak loh gaji dpt tunjang uang pensiun dll munafik sih ahh bego lu jdi orang,anger
enak wanita model jilbab bayar pakai baju jilbab bagus nanyain beli dmna ujung nya gue jual wkwkwk dasarrr otak dagang lumayan lebaran thr krucil rumah ramadhan berkah enak ya feminim,happy
bingung lvl bbrp muka kering parah pake yg udah nggak mempan kulit muka mentul2 lembab enak banget trusan ganti produk rusak muka ganti mending tp msh kering dilema mo ganti yg ganti yg,fear
bajar ontime mister olala ckp sdh tahun trs2 an telat rmh dkt ditegor kitudeui2 jubras jebris punyan panyun batur mah 3x salah lsg sp 3 krg sabar maha deui,anger
tangkap teroris musti pake pisang ambon kau bela usus urai akibat ledak kau bilang kampanye kuasa sinting,anger
ga rasa minggu dpn udah lebaran aja bom bolong skali ngrasa kayak ibadah gt efek libur kerja bulan diabisin minggu,sadness
anjir apkl gojek nomor telp nya udah kek bpjs aja no telp wajib ga tuh wajib nama orangtua biar ijab qobul--,anger
ah sayang pilih pergi siap cerita indah lanjut hmm tau tulis handal -shijin,sadness
caringbiar betul2 niat ikhlasbukan dgn harap org akn mlkkukan pkr yg trhdap kitakesudahannyasangat sakit x harap ,sadness
kadang rindu rindu nal rindu rindu canda tawa yg cipta pd chat ya lord,sadness
kantor pusat ni gimana pake data medsos kantor vertikal bawah nyuruh follow akun medsos kanpus jam kerja aja gak akses medsos via jaring kantor suruh akun medsos fb ig yutub twitter kantor kalo blm,anger
buka facebook homepage penuh ama politik buka ig liat muka orang gitu2 aja buka twitter gua ketawa2 baca twit oranghahahahaa,happy
senyum paksa kau khianat sahabat janji sumpah setia kau sdg lihat betapa bangsat jauh hati sayang,sadness
ngga sih ngerasain gmn deg degan nerima sms pemberitahuan kuota tinggal 7mb lg asik-asiknya tlponan cari kuota lg ngobrol,fear
pedih hati krn dzolimi jadi amplas sakti utk bentuk yg lbh kuat tegar bentuk lbh bijak buat lbh kebaji,sadness
kaka gue putus naikin uang makan gue biar ga makan kfc mulu ga gizi uang makan gue gue pilih buka puasa pake baso uang makan kembali hati happy makan mah yg bismillah,happy
hibur hape klo ga lihat recehkantwitter ya google assistant ngirimin joke macem hidup kek uang kembali,happy
halaaahh kritik dikit langsung ciduk ketemu noh kacung2mu braninya emang medsos doank gilir diskusi buka plangaplongo ngalor ngidul kabuuuurrr,anger
klo milih pimpin tahana gub  males kerja spt,anger
gapai cita2 kadang mudah cita2 ken dokter tpi gak uang cita2 ken tentara gagal tes sehat ken artis tpi orang tua ken anak insinyur ngiri gak sih orang2 yg kasih sempat buka lebar tpi gak dimanfaatin,sadness
orang yg juang tuk gapai cita2 bener2 netesin darahkeringat tpi org yg ain karpet merah sia nyiakan sempat kadang gw suka kesel ken gw toyor org yg bgitu,anger
humor batas denger rekam tipu yg gatau bank standard chartered dengernya bank pancar bank pancer bank sejahtera ujung2nya oh bank rakyat indonesia stanchart bank gaada jakarta   ya lord gitu aja ngakak,happy
udah pusing chat abang gojek yg dah lupa karna dah banget yg driverku chat anak angkat yg chat nya alay banget lum bubu si ken muntah,anger
orang erti yg ngerti kalo kurang susah banget sih dilakuin hidup nyata heemmmm,sadness
marjuki ngerti ndak faham ndak yg waspada yg radikal kalo ndak radikal ya dak hawatir kalo singgung jangan2termasuk radikal ya,anger
mekanisme pilih direksi komisaris dgn gmna ya sontoloyo khan uang rakyat dipake gaji bod boc yg model gin,anger
kaos yg gambar palu arit aman orang tua maklum org tua sya emg abdi setia rezim orde ya ga sih,happy
yg suka analisis sikap perilaku orang mudah ilfeel sesuai nilai suka lupa kalo diri gak sikap orang yg ilfeel-in,sadness
kabar pas lihat2 shirtmovie youtube salah temen organisasi jaman kuliah yg produser film shortmovie kembang ajan hidupne,happy
palembang be nice please rusak laku orang orang iseng ampun anjing anjing gin kota internasional hadeehh,anger
politis bicara jual agama pilih didukungitu tanda nalar daya kreasi udahgituaja,anger
lebaran identik baju masak rendang  opor belanja gila2an ngenes gak ya lihat belah belanja trolley,sadness
smile and say alhamdulillah terima kasih yg bantu transformasi the best of you dg semangat bara amarahnya,happy
kayak tudey abis dikabarin telat transfer krn tp sisi lgi byk perlu tp yaudah sy cm bls gapapa bu santai aja eh mashaallah dah malem tbtb rezeki masuk transfer dosen,happy
kira teman sahabat pihak usaha ah cemburu seperti hak,sadness
5 6 15 kali ngenalin cowok orang tua modus si cowok ngajarin matematika sbmptn whutttt 3,happy
song of today salah hina maaf karna kau sakit karna lewat batas luka tuk lagidanlagi andraandthebackbone,sadness
gue ktmu org yg negatif bawa pesimis mulu pny ide bagus blm aja dijalanin udh matahin ddpn tp socmed seakan2 dy udh ngerjain prestasi sgla2nya,sadness
nggak ok kagum   gak respek,anger
self titled - bin idris 2016 q tau mz haikal cs jago bgt bikin ambience jd nada sigmun album w kaget lagu2nya sm ambience mv nya bener2 persis sm yg gue bayangin pas denger lagu keren w suka lagu wangi calm water rebah,happy
apa hasil harap lega simpan hati ucap lepas kepala,happy
3 aing pusing gegara skripsi udah kudu mikir proposal libur tp barusan aja libur ga sambat tp gapapa twitter,sadness
negeri orang taat atur pulang indonesia 3minggu bingung ga jahat jahatin orang mah bener bener,fear
revisi tumpuk badan ngantuk  hajar perut makan pop mie goreng kuy siapin stock pop mie kosan biar revisi jalan,sadness
tatanan transparansi anggar pemprof dki tutup anis jabat gubernur detik ramai dng beli barang siluman  ahok fair apa penjara,anger
kmren cerita2 tmen fik  yg cerita juang cari data pasien gagal ginjal skripsi balik drama tantang yg hadap tp mega dpt yg padan dg juang air mata,happy
qyara kau tau ibu sosok penting jalan hidup rubah ku yg lbh berfikir tindak tekan ego amarahku yg kenal ku arti cinta harga sngt berterimakasih pdnya,love
laku kampung mbok ya lewat malu2in peak212,anger
tidur jam 8 harap bangun jam 3 tp udah bangun mw makan nanggung mw tdr susah mw pke jurus ampuh buka laptop biar ngantuk laptop kantor sekian terima thr,sadness
nemu ga nemu sosok nyambung-ngobrol-ngalor-ngidul duduk-ga-pindah-tempat jam 15 - 22 7 - 21 terdistraksi hp miss him a lot,sadness
7 thn didlm dunia oenuh dgn didlm dunia oun penuh dgn diri dunia jalan sngt bahagia bagi tp monoton ibu tau kdng sngt bosan bagi sngt pergi dari tau hrs,sadness
esbuah 5rb bolak gojek 20rb beli 4 es buah 20rb 40rb worth it asli drpd kota yg jual ceban 1 aja udah jarang parah wkwkwk,happy
lg dlm kereta lihat jendela kaca lihat lampu2 kotalgunya  the truth untold bikin baper maximal,sadness
egois ku tutup mata telinga hati bimbang ku acuh asa cari yg sngt egois pikir yg bs baginyaternyata slh,sadness
sekian kali complain via socmed balas template solusi sop nya,anger
abis makan bumen makan sosis aliando blg udah kenyang mesen sosis size xl untung kosong l gilasehhhh lo,happy
niat sih tidur buka twitter eh scroll twitter sampe nggak habis iya kaya sayang ngak habis sayang habis  tida,sadness
beda gue tugas dikit ngeluh males-malesan kuliah ujan dikit ga masuk liat bawa ken nang ya tinggal lingkung maaf kumuh sekolah aja udah neng banget,sadness
jujur alami jenuh zona jenuh hari orang2 yg cuman itu2 aja obrol yg itu2 aja itu aja,sadness
sekolah pangan kak hihi senang kaaan kelas kayak gituan kak healing bgt sih jaaah salfook wggwgwgw hooh kak hotel yg nyari tau kak dresssing salad gilingaaaan kasta bgt kemb,happy
wkwkwkwk 7 udah kali bandung ga ketemu ketemuuu wkwkkw b aja loh cil jgn lebai ya,happy
pasuk 4 tunggu eh dateng ga tanggung laku besok kalo keluar2 pake rok aja mas,anger
nyesel nonton film romcom the wedding planner matthew mcconaughey jaman muda buat bahagia tertawa halah baperlevelcupu ngayalbabu,happy
untuk wanita yg aju cinta rindu selamat tambah usia syng selamat tambah berkah kebahagian hidup sdr siapa2 dlm hidup sdr manusia asing skrng tp percaya usaha jaga diri dlm hati,love
throwback video launching lagu tak henti 2010 mana salah kaka yg video tinggal 3 thn hoek hiks,sadness
countdown to libur lebaran kek w mesti donlot drama udah lebaran yakaan ga puasa yakaan gapapa nonton adegan unyu drama korya yakaan,happy
salah tolong teman normal yg muncul kait laku butuh bantu,sadness
untukumu wanita yg fikrikan bahagia dgn tambah usia mu syng moga kau sehat moga jaga iman islammujaga bahagia kasih tenang krn cinta dlm diamsekali lg selamat tambah usia cinta hdpku,love
gantung untung senang happy hidup gantung kerja keras - tulus mahakarya lagu suka biar ga males-malesan,happy
ngomong gin biar sukses kayak masuk sma ken ambil jurus ips paksa masuk ipa anak salah jurus gimana gak enak,anger
kayak hobi orang udah suka suruh jalanin gak jatuh kayak bodoh gabisa ngapa2in bidang yg dinyinyirin orang,sadness
kayak bahagia gimanapun persepsi orang bahagia bahagia beda persepsi orang2 bahagia orang gak ngerasain yg ngerasain ttg bahagia,happy
lupa bahagia jalan hidup penuh bahagia yg sedih senyum senyum  angkat kepala biar mahkota jatuh,happy
sungguh bejad anggota dpr wakil rkyt bayar dgn uang rkyt salah aparat densus 88 dukung teroris,anger
niat tolong pada takut timbul baper untuk bagi bagi,sadness
permen jahe yg kenyal2 suka permen sugus nyetock permen sugus kulkas suka sugus purple grape zaman mas tk sampe ga ubah ngangenin,happy
dah doi jd spv jd dah w tidur doi pulang subuh paginy w kerja tidur w plg udah brgkt pdhl rumah kdg 3 ketemu gitu ya yg ngatain w posesif gabisa tinggal pgn w makan jd lauk samyang,anger
lintas - danilla 2017 nci panutanq liat true colornya tp gue suka banget kayak rada2 inspirasi mac demarco lagu2nya emg enak banget ga heran kmrn nominee ica tp sayang saing album2 pop  w suka mana laguland aaa,happy
untuk qyaraku jaga bahagia ibu jaga senyum wajah senyum yg rindu krn kau tau skrng kau sumber bahagia kau dunia skrng lasti laku untuk percaya pada sobat,love
syukurin sih yg lo dapetin ngeluh update2 socmed gapenting bruh kadang hrus mikir resiko konsekuensi yg lo ambil face it or fake it,anger
sakit hati nikmatin menang salah satu gembira alternatif penting lewatin gagal,sadness
input absen mahasiswa ga balance kesel kepala mata nyut karen super teliti gw kudu ngulang2 gara2 ga balance,anger
pas diajakin makan aku emang lg eneg bgt pdhal buka puasa jg minum air putih doang tp perut eneg bgt gilir skrg aja laper bgt manusyaaa,sadness
malam malam makan efek perut kunyel kunyel ken isi ya kayak gin nikmat wae yo anakperantauan anakkost maklumlahyo,happy
malu duduk diam pangku angan sabda ngiang mati angan angan diri balut gelisah daya ada seok seok laut laut rindu mu rindu,sadness
paham bikin kecewa gak layak sempat kasih dana aja kali kali zonk dapet kartu biar masuk penjara huuhhh kzl,anger
kangen bgt deh maw brp ga ktm udh kgn nih sm maw sayang bgt sm maw smg dpt yg baik2 trs ya maw gamau cantik disakitin nih calon lawyer nih,love
jenis orang bikin males ketemu neng banget nyombongin ya nggak pede ya butuh aku males banget nggak sih ngobrol orang kek gin cantik ganteng banget,anger
gue jd head of dept sampe jd gm hotel  gue benci and langsung kepala gue tanduk kl anak buah gue  ga tau gue maafin kali tiga dst ga tau plaakkk ,anger
pulang kerja jalan gi makan jalan ngobrol ketawa tawa pulang malem milih nongkrong parkir pom bensin samping sency ngobrol ketawa tawa staring at each other cium kening pamit pulang sungguh bahagia sederhana,happy
klo nih suka nang  antem sm cowok kadang w malu tetangga wkakaka tp yaudah ya cuek2an aja hahaha gue gak smp pindah sih,sadness
wkwk yasama hal kayak selip pesan tangis tu ngena drpd bentuk gelak tawa pikir ya engga tulis aja gitu -sampekengtay dalang  dialog ukir did,sadness
iyaa nci  kdg suka mikir klo hidup dh pngen yg macam2 emg esok2 msh kasih nafas allah mudah sllu lindung aaamiiinnn,fear
hahahaha belio kamera sing topcer trs ak nek lombok fotoin yak trs edit yg maximal ga langsing gpp bs jd kaya chelsi islan dikit dr samping jg gpp siap2 dipiusi,happy
alhamdulillah puji allah tuhan semesta alam terimakasih nikmat sehatrezekiumur happy25 thanksfam thanksdear,happy
orang suka maksa bikin ilfeel banget kalo ngomong pake ngegaji aja maksa right bhay,anger
oiya tinggal sosis telur jauh2 pasar wadai nyampe eh sdh habis besok ken bakso isi super pedas habis yg,sadness
bimbing rupa macam bimbing 1 bikin grup wa bimbing 2 gapernah ngadain bimbing 3 h-2 progress 4 baca coret dengar simpul gmn 5 blg dateline skripsi minggu,sadness
100 70 fix darah rendah trus gue mas awat mas badan gue gedemasa iya darah segitu mas awat nyaut badan banyak lemakdarahnya si anyiiiiing,anger
teman meni temen pindah agama muslim kristen hindu muslim moga jodoh iman jalan,fear
cak tengok langit malam woi cari cantik malam penuh binar binar wajah,happy
ken pacu fisik biar tetep jaga puasa gin bikin labil siap puncak mandala diksar wanadri jauh ayodong semangat,happy
mas mas omong koyo gt seh gak kaya gt orang kalo ga keplak duluan yo ga ngamuk wis talah gak bikin twit kaya gt ga da untung hasil uang po gk,anger
kemarau panjang berbaris-baris doa kau kutuk hujan barusan ku dengar tekuk lutut mu sungguh gersang hidup,sadness
coba kasih  pasu nya biar ga ngebubarin aji ust  dgn alas hti ormas larang,anger
yg order dress gw ngga posting mana akun shopee aja lg diliburin doi tetep order via dm ig pribadi haru ngga,happy
orang lagu alay lagu yg ai bawain pake sound panggung lumayan bagus i was nothing back then,happy
berangkat pagi2 ngajar ampe jam 10 lgsg cus kampus sen gojek 3kali krn jauh dr sekolah halte busway trs panas2 terik macet jln lg bnyk tilang tj alhamdulillah dpt duduk 2jam jalan mac,happy
heran si orang stres berkeliarab d salemba 2minggu yg abis anak cowok kaya gitu yg betah d salemba tp emang si rt rw cepet nanggepin keluh warga,fear
tawar 2016 2017 kerja sales force mobil honda pindah suzuki dah tawar kog blokir whatsapp,anger
astaga bru bbrapa minggu ga kabar klian bareng2 event gtu ya kangen miss you so much guys,sadness
tiba2 doa ya allah kalo emang aku ga tolong tunjuk malam ga sampe 2 jam udah allah mashaallah alhamdulillah,happy
pake arkana gue gabisa main diajarin inget sampe set ti 2018 dendi miracle and etc  td sore abis streaming eh ga nanya ya,sadness
kelas 11 karna duduk bang gua langsung deg degan jatuh hati 10menit orang dulunya guaa freaky abis,love
chatting chatting obrol pendek balas lambat hilang kabar orang asing,sadness
aja nyinyir hijrah hijrah ken mndapatkan modal dalil satu hmmm bingung deh orang gk happy orang rubah mnjadi,sadness
pagi-siang jengkel antri rsu siang-sore jengkel salah paham buru buru solo sore-malem jengkel buah lokasi ancer2nya gajelas lepas taraweh bareng fisika 2014 jengkel dr pagi ilang lgsg mood bikin neng,anger
akun hapus ken main deh kalo udah merhatiin perintilan kuliah anak munetan liat notif grup numpuk dikit aja kudu buka mending leave curhat,sadness
pokok tani nikmat setia kopi terimakasih hadir damai hati pada bangga hehehe,happy
line lapak yg rame antem bahas orang jawa yg ngomong pake gue lo trs yg bikin status pake bahasa jawayg komen jg pake bahasa jawa menung erti,sadness
habis intern jumpa deh neng banget udah siapin topik ngobrol optimal minimum topik bikin gue emosinal abis sampe nang tahan mcd too sweet to be true,happy
gw ga bukber dompet protes bukber mulu lu gw ga isi isi dompet gendutin badan lu kurusin balik oke sip besok ku lembur baghai qhuda,sadness
neng karna  langsung rilis mini album rilis 6 april kuliah semester 6 6 lagu ep this how it works,happy
rada kesal tamu kasih discon okey gua kasih gilir lebaran lu pd kabur anjir gua ajar tega kayak,anger
habis kak anak anak anak sekolah blablabla kau lewat kak good luck,sadness
dekat jam 12 malam gravitasi kasur grup angkat ni jam segitu bahas topik uji kompleks topik malam hari well,sadness
mending  kampanye nya 4 intoleran anti kebhinekaan ormas radikal pancasila wes ojok kakean macem-macem liat goblok mu bro,anger
selamat ulang bosque sepurane telat semoga2 sehat lancar karir  jodoh baik allah orang tua beri baik aamiiin,happy
gue gue gaji bwh 5jt segitu udh nabung target gue min nabung 1jt bln kantor gue slip kosan gue toamang ya kalo ojol pp 14rb kosan 750 bln nya layak bgt cuciin,happy
ember ngasitau orang klo suka ama brusaha ngomporin sampe suka ama duhh pdhl klo bales mah situ udh masuk penjara kali sbagai otak curi hp temen choir,anger
tak genggam erat kau harap sederhana cara tuhan,love
langkah kaki pergi sisa air mineral botol sentuh bangku antri kosong hun lihat ujung koridor jalan tegap cepat mata mu sinar senyum pendar rindu,sadness
dlu ngumpulin uang main diwartel telpon boneka poci yg bahasa inggris indonesiamitosnya disamperin oldmoneygakngerasain,happy
tiga gue nak gondong auk darimana asal udah gerah malam gak tidur karna nyeri sampe kepala,sadness
coba sapa temu usaha buat pecah celengan rindu salah ubah kau habis lupa rindu ku ku milik untuk,sadness
ingat kau janji bahagia diri tam arti cinta kau recehkantwitter,sadness
yg teriak2 indonesia serang tka china wan abud yg order plastik sampah sampe jerman9m bikin pabrik kali ya goindonesia,anger
waketum gerindrong dongo instagram hapus langgar hukum  foto2 depan kabah langgar hukum,anger
tunggu pagi mana manusia kirim pesan singkat isi pr 0730 bangga satu gadis percaya sekolah sring curht mslh kelurganya,happy
kalo gue sik emang abis hilang deket ya bilang cuman tahap bangunin sahur-zone ahhhhhhh sial tayo tayo bener u bang emang gila,sadness
kalo gue sik emang abis hilang deket ya bilang cuman tahap bangunin sahur-zone ahhhhhhh sial tayo tayo bener u bang emang gila,sadness
contoh manusia yg buta matanyaudh tau ok oce dn dp 0 tipu muslihatmau bilang paktanyaudh ga waras ya loe,anger
sulit percaya oceh si rusdi nasution jaga toko mas  kimak tukang bikin hoax tarkul aja ko lae nasution,anger
teman teman kuliah bidang sehat ga sih ngerasa insecure contoh gin gue kadang ngerasa was was gitu masa gue dokter yg capable,fear
biar naudzubillah berat pertanggung-jawabannya yg gelar tahta harta duduk  jabat bawa mati 1 panggil yg lekat alm  almh,fear
dapet tugas kuliah translate 1-2 halaman minggu aja udah sambat ga abis2 hajar translate berhalam halaman deadline less than 12 hours bu motivasi semangat hehe,happy
kalo udah malem gin otak hati empty bgt saking emptynya sampe ngejurnaling patah hati eleuh eleuh luka dibanggain muluk sik neng,sadness
terkadang teman butuh keluarga tanah rantau thankyou for being my second family here guys ketawa puas gak jaim,happy
paham dar izin tamu cerita tulis kertas dar cerita buku bawa buku halaman baik ya habis pamit,sadness
pilih cerita izin tau tinta habis buku tutup buku tutup gegas pamit,sadness
eheheheh apasih minggu kemaren tema semesta nikah ga kepemgen sihtp ya kalo diliatin mulu yg kepoternyataseru kalo liat,happy
biar pulpen kenang ingat tamu cerita tulis senyum hilang tawa terima kasih mari tutup lagu,happy
nama jg org sirik dengki yah gitu deh skrg mah hidup bs harap tuhan yesus kasihan sm gw aja krn hidup aja singkat ginigw jg ga jahat sm orgmalah org2 pd jahat sm gw pingin pindah kanada aja bilang ngayal tinggi omg very confused me,anger
kasmaran narkotik kau bandar candu rela gadai jiwa tatap mata garis  ken ngetag nama orang ah,love
